LevelOfTrust;ScanTimeInSeconds;TotalBasketValue;ScannedProducts;CountOfVoidedScans;ActivateWithoutScan;ModifiedQuantities
6;1002;89.11;12;1;0;1
6;227;11.08;11;1;6;1
2;1251;67.06;16;8;2;0
5;241;96.62;2;10;4;5
3;70;45.73;6;10;4;1
5;721;69.49;4;11;10;3
1;1538;15.29;4;10;6;0
6;328;17.97;10;8;8;0
4;1004;91.79;20;8;7;3
1;88;35.22;28;11;2;5
5;307;25.9;5;2;2;1
1;117;90.53;5;10;6;3
2;568;66.79;28;7;8;5
2;565;19.57;28;7;5;2
2;1642;16.96;27;4;4;4
4;914;82.63;18;4;4;0
2;922;66.53;25;9;2;3
5;346;61.41;16;7;8;4
6;192;19.29;27;11;1;0
5;886;29.62;18;9;4;1
1;226;12.3;5;4;4;3
5;1735;38.65;25;10;7;1
3;202;12.67;20;0;5;4
4;1496;69.13;16;7;1;0
5;1261;31.06;11;1;2;1
2;754;38.57;17;10;9;0
2;692;4.54;28;8;3;0
1;1465;94.03;19;1;0;4
3;371;70.25;29;6;6;2
4;1091;3.58;1;11;7;0
2;535;25.24;5;4;3;3
5;1067;7.36;22;0;5;1
2;1631;24.55;1;1;2;4
5;536;4.37;14;11;2;2
2;215;63.72;30;7;4;4
3;1336;47.82;22;4;8;3
5;1263;93.18;23;4;1;0
5;1051;85.95;26;2;9;1
4;1022;80.85;3;10;8;0
3;171;50.8;28;0;10;5
1;1626;19.16;16;2;2;2
2;1778;102.63;16;4;4;4
2;630;67.67;12;8;10;2
3;213;91.64;20;8;7;4
5;183;68.51;23;10;5;4
5;665;100.46;16;8;0;1
3;524;10.91;24;9;9;0
1;1736;56.07;17;8;3;3
5;219;67.17;23;8;7;0
5;1073;70.51;12;2;7;2
5;1223;16.05;23;8;3;0
3;1064;32.93;12;3;8;3
2;1681;44.58;24;6;4;0
4;1190;82.96;19;1;10;4
6;1242;73.69;25;11;2;3
5;1795;5.12;8;3;4;5
5;1431;28.68;20;9;5;3
3;484;54.58;20;10;6;2
3;284;62.79;26;1;10;5
2;997;23.48;13;1;4;3
6;1249;6.16;7;11;5;2
1;510;91;7;10;2;5
1;731;91.01;8;0;6;0
6;307;48.5;15;0;6;2
3;1483;38.3;13;11;9;5
1;1552;33.72;30;6;6;1
1;1692;3.62;16;3;9;0
6;345;77.24;27;10;3;0
1;1526;87.71;10;10;4;0
1;330;79.78;18;6;5;2
2;786;83.39;18;1;4;2
6;1500;61.84;6;8;0;0
4;36;85;3;2;6;5
6;1247;25.11;12;10;10;1
6;746;60.79;2;10;2;0
6;1346;49.28;21;11;5;3
5;61;98.82;3;6;8;5
5;1346;47.2;2;10;4;0
1;46;78.63;19;0;8;4
2;779;65.54;20;9;3;1
5;1625;86.67;15;0;8;1
4;1327;46.83;13;2;9;4
3;842;71.11;4;10;5;4
2;1653;74.03;17;3;9;0
5;98;14.55;23;4;5;4
2;317;24.84;29;2;4;1
6;1430;68.93;18;10;5;1
6;1859;58.4;6;6;2;2
5;1290;10.18;22;9;0;2
5;1336;9.54;15;9;9;2
5;555;47.78;27;5;4;1
5;1327;80.22;2;2;1;4
1;1776;6.21;20;5;0;3
3;1375;51.88;29;11;8;1
6;149;85.04;22;3;3;5
1;1037;11.05;25;10;9;3
1;143;89.81;15;9;10;1
6;614;70.07;7;9;5;2
4;736;39.36;11;3;8;5
2;705;28.08;20;9;0;1
1;325;83.3;9;8;1;0
1;1629;25.93;15;0;6;0
2;894;32.84;6;0;3;2
6;805;39.11;29;8;9;0
4;807;2.78;3;4;7;1
5;1730;48.61;3;6;3;1
5;1788;93.03;27;5;1;3
1;1104;68.93;29;3;4;3
2;1533;65.44;18;1;8;3
2;222;20.17;26;5;3;1
3;581;65.92;6;9;8;0
1;1262;24.6;17;5;0;4
6;1730;35.32;27;9;10;1
2;1530;3.79;25;11;7;0
1;650;22.76;14;4;0;2
5;1611;58.47;21;4;5;0
5;1347;3.5;16;0;10;1
4;1596;46.78;7;0;6;0
3;579;98.27;18;8;9;4
6;1655;49.16;27;5;5;5
6;973;7.93;24;11;3;1
2;1640;4.11;18;11;1;1
6;721;55.96;26;4;7;4
5;452;26.28;10;7;3;2
3;1047;34.79;8;2;8;0
3;1357;66.26;22;1;7;0
6;1308;73.96;28;4;6;2
2;1661;24.39;26;8;3;2
5;1515;3.94;12;6;6;4
5;1822;34.7;25;9;9;1
1;1099;19.39;5;1;7;1
2;772;11.23;17;3;5;2
5;526;33.59;3;8;8;5
2;526;87.19;14;8;6;1
4;909;10.1;13;6;10;2
1;1484;45.19;11;10;10;2
2;675;19.28;12;4;1;0
1;443;21.19;26;10;7;0
6;862;48.02;16;11;0;0
1;1470;67.61;12;2;0;4
6;475;34.68;4;6;2;0
6;862;23.87;30;0;7;5
1;790;40.51;2;0;3;5
4;663;62.69;29;9;10;5
4;1299;40.59;19;7;9;1
6;1603;42.26;23;8;5;4
3;177;1.8;26;11;3;4
3;1662;61.66;12;9;10;3
4;676;89.68;25;5;2;1
5;1001;68.42;23;6;9;2
2;1725;55.98;1;7;9;4
6;1759;61.61;24;9;3;3
1;1730;47.09;15;8;10;1
5;513;12.18;2;11;9;2
4;1573;29.7;7;1;10;5
6;1811;61.56;20;0;0;0
1;1340;24.4;24;4;1;2
5;1248;69.05;11;1;6;4
3;65;76.06;9;9;7;0
2;234;99.04;22;0;10;5
2;961;35.16;20;8;0;4
5;385;91.14;23;11;4;4
5;825;18.41;30;4;8;0
1;1181;26.58;11;6;10;4
3;1008;15.35;4;1;1;0
2;952;95;14;7;6;1
1;1542;78.94;19;0;7;4
4;349;32.8;10;10;6;0
1;1428;82.15;22;11;10;4
4;1290;83.78;14;7;3;2
6;1681;10.71;23;7;2;1
2;456;5.16;26;7;10;3
5;1793;82.19;9;11;6;2
6;721;83.14;6;4;10;1
3;689;76.85;8;1;5;3
3;1499;25.1;14;5;9;2
3;594;80.72;2;6;10;2
1;1042;2.71;5;0;7;5
4;110;75.25;23;6;3;4
5;670;42.77;4;0;1;5
3;820;11.26;4;4;5;3
3;1142;20.44;20;10;7;1
1;911;10.83;18;5;6;3
5;68;18.26;28;11;2;2
3;1039;95.69;21;6;3;2
1;735;102.04;6;2;9;1
4;88;22.98;6;10;0;1
4;1430;76.98;2;11;8;3
6;814;54.56;20;2;5;0
3;183;15.19;1;4;1;0
2;298;76.82;23;7;7;1
2;779;39.88;24;7;4;5
4;133;60.84;29;1;0;4
2;777;64.37;9;9;2;0
1;116;97.33;27;6;0;0
4;191;33.28;29;10;9;3
3;1780;94.86;26;6;4;1
1;694;47.65;6;7;5;5
5;1172;40.67;12;9;6;1
6;1841;64.27;4;7;7;4
4;245;66.05;26;1;9;3
6;751;21.36;8;4;1;0
4;354;44.77;11;5;4;5
6;1246;4.98;26;10;10;3
2;479;50.65;9;9;10;5
5;673;61.05;16;4;5;2
3;845;13.05;17;11;4;4
2;1023;67.52;30;2;10;3
4;1900;28.08;12;5;1;4
6;686;47.9;25;10;5;1
5;846;20.08;17;5;1;3
3;1537;88.38;2;3;5;0
5;342;62.4;10;11;3;1
3;1301;24.17;26;8;3;3
2;1721;91.2;3;4;10;1
4;634;54.73;23;5;10;3
2;362;62.78;11;4;10;1
3;1307;12.32;5;9;9;2
1;304;0.15;17;0;9;2
3;1613;24.64;1;1;7;5
3;741;9.46;6;3;0;0
5;1562;85.85;19;8;2;1
5;619;37.79;14;3;4;4
1;651;42.75;4;2;6;5
1;410;15.01;10;4;2;3
1;848;43.05;30;9;10;4
4;1801;56.49;22;9;7;4
2;90;78.45;10;8;1;4
5;1420;37.06;19;9;0;4
1;294;78.31;26;6;10;5
2;1119;1.98;19;1;1;4
5;1025;50.35;20;3;1;5
4;920;64.29;3;1;3;4
3;95;47.36;7;11;9;3
6;200;66.15;17;7;0;1
2;1142;62.43;3;3;6;4
5;1445;41.86;15;0;4;0
6;1573;40.18;21;4;9;1
2;55;93.72;11;11;5;5
6;477;88.73;15;7;3;3
3;824;63.89;17;0;3;3
5;242;32.86;2;4;9;4
6;281;12.49;9;9;6;4
2;513;66.63;16;8;10;4
2;1146;53.13;16;9;4;0
5;1198;95.96;8;7;2;0
5;919;6.54;15;5;0;4
3;148;68.45;20;5;3;5
3;1069;23.26;9;5;7;2
5;1687;3.31;7;3;5;5
1;205;9.9;17;6;7;4
5;260;64.86;8;10;6;0
3;11;44.47;13;8;4;5
1;250;27.18;14;3;0;5
5;601;44;26;2;0;2
5;1321;37.96;4;4;9;5
1;235;19.66;11;10;5;4
5;1763;77.84;23;7;6;2
4;1032;86.65;7;2;9;4
4;900;81.34;5;1;9;3
3;134;15.48;19;11;0;4
6;630;66.42;10;5;9;3
4;519;68.8;18;3;8;1
5;1814;10.65;29;0;2;2
5;81;58.98;7;2;0;5
5;1340;22.11;26;11;8;2
5;770;73.86;15;11;5;5
2;681;40.89;27;2;1;5
2;411;20.91;2;6;2;4
3;1803;65.61;5;2;1;4
1;621;12.18;17;5;4;3
4;1754;20.38;6;6;8;0
5;8;19.66;12;8;8;2
3;1808;26.14;15;11;9;5
5;1751;59.45;11;9;5;4
2;1238;86.82;4;6;3;0
4;310;95;1;0;8;3
2;497;59.41;10;2;1;3
3;1439;5.57;13;7;0;5
5;343;88.32;17;5;3;2
4;903;77.76;24;7;6;3
4;1122;85.26;6;8;8;0
4;89;64.4;9;1;2;4
1;499;11.66;24;7;2;5
3;460;52.39;16;10;10;0
4;1798;33.32;30;9;1;2
4;1864;9.92;12;5;0;0
4;560;20.33;8;0;10;2
1;713;43.32;27;8;5;5
2;823;34.32;1;9;9;2
3;1130;64.1;22;4;7;2
5;1425;46.93;17;6;10;3
6;1154;77.49;8;4;10;5
6;1791;11.46;25;10;7;1
6;1780;59.41;6;9;6;1
4;774;8.41;7;2;9;1
4;1223;95.9;20;10;10;4
5;190;80.4;24;7;2;4
6;950;11.71;15;1;7;4
4;445;99.35;27;5;4;0
4;969;15.58;7;3;3;4
3;967;88.69;4;9;3;0
6;1828;82.01;25;7;5;1
4;578;25.15;28;4;1;0
4;11;65.94;24;6;4;1
4;1315;72.5;4;9;0;1
3;36;68.54;24;10;1;4
3;121;65.92;24;10;5;5
4;171;82.73;14;2;9;4
2;1637;65.21;9;2;8;5
1;1203;65.06;4;5;4;5
4;1666;19.3;14;2;1;2
6;631;92.62;20;8;1;2
6;1185;73.05;23;2;2;0
3;1001;71.16;10;11;4;4
5;620;33.89;19;7;7;0
1;445;51.76;23;4;8;0
6;591;97.32;9;7;4;1
6;1083;34.93;16;7;9;0
3;208;57.73;8;1;0;4
3;689;54.46;28;5;0;2
4;868;75.15;8;6;10;4
6;1485;48.29;1;7;6;1
4;1650;24.88;7;0;2;5
5;1032;40.95;9;4;9;3
5;1570;25.69;24;3;4;1
1;1001;78.81;27;8;10;3
1;1378;72.19;3;10;3;3
5;1626;78.01;20;0;3;3
4;437;28.17;24;3;5;1
5;55;8.71;13;0;0;3
4;1465;59.34;12;9;2;4
3;898;96.44;13;8;9;5
3;1527;8.86;30;11;1;1
1;3;53.03;10;11;7;5
2;1652;52.03;26;6;7;0
5;1912;58.56;30;4;8;3
3;1336;55.99;29;8;3;1
2;479;58.03;15;6;9;2
1;65;69.98;2;4;2;5
6;708;95.73;7;1;2;5
1;630;47.94;27;7;10;0
3;941;29.34;29;7;1;5
5;320;74.3;9;11;1;0
6;1278;3.66;14;4;9;3
3;56;51.72;29;11;9;5
5;493;0.78;30;11;6;3
4;137;91.69;18;5;8;4
5;569;76.53;7;7;0;0
1;1318;22.88;8;6;3;4
3;675;2.19;1;6;10;2
4;909;52.06;8;2;2;1
1;271;20.41;27;7;1;3
6;895;62.3;3;9;5;1
4;1733;0.26;2;2;3;4
1;925;29.14;7;5;7;0
6;833;38.78;21;3;10;0
4;1015;44.69;9;1;2;5
2;183;70.46;25;4;1;1
5;257;23.83;12;11;1;0
2;605;61.91;17;8;10;5
1;1643;78.99;17;0;4;0
6;1024;72.71;3;11;7;3
4;152;84.77;20;7;3;1
6;1206;49.57;9;2;10;0
6;1831;63.54;25;4;8;4
1;1156;75.96;17;6;10;3
3;1254;59.12;16;3;3;1
4;84;79.09;25;6;4;5
6;43;88.03;7;4;3;5
4;1445;41.22;21;3;9;2
3;432;11.29;8;0;0;2
3;839;4.31;21;6;1;5
2;743;32.82;21;5;3;0
6;1704;96.17;20;11;2;3
6;159;84.39;5;10;5;3
1;792;43.99;10;1;9;1
1;904;6.6;3;10;2;1
4;496;57.39;17;3;2;4
4;954;78.95;20;7;6;5
4;1451;5.73;10;2;5;4
1;1619;11.88;25;8;0;2
6;725;33.5;13;5;4;4
4;1575;56.64;18;8;4;3
1;656;27.97;9;9;0;2
3;1608;33.68;15;1;8;4
6;1754;79.48;11;10;5;1
2;827;34.19;17;6;10;1
1;15;13.85;23;11;1;4
5;1481;95.02;15;3;1;0
5;72;13.25;24;4;5;2
3;958;16.69;6;11;8;5
5;681;49.45;10;9;4;3
1;299;24.13;16;0;2;2
6;1060;37.35;19;1;8;5
5;1527;63.79;8;5;0;2
4;347;27.79;20;2;10;4
3;426;64.7;23;0;2;1
6;1648;18.99;16;3;1;3
5;88;1.65;8;6;9;5
2;322;22.28;13;8;2;4
5;263;52.48;8;5;1;0
1;1861;63.42;13;2;2;3
2;511;5.69;28;2;4;2
5;1659;26.57;13;10;3;4
6;1422;26.98;4;3;8;3
5;492;53.32;26;1;6;0
1;1416;85.25;18;6;10;2
4;1437;59.72;2;11;3;1
3;829;49.19;14;10;1;3
4;72;88.05;4;7;6;2
5;323;25.63;28;7;3;1
5;1101;77.27;17;10;1;2
3;1142;101.32;7;9;9;4
5;215;43.32;5;1;0;3
3;1189;5.22;23;3;10;0
6;1668;88.32;5;9;9;5
4;1506;1.02;23;6;6;3
6;1573;57.28;28;3;3;0
5;300;94.06;23;4;3;4
4;777;56.93;15;2;7;2
4;317;5.39;10;11;10;2
1;812;40.27;11;0;7;3
6;364;5.06;1;0;0;1
5;445;93.07;7;11;7;1
2;1738;76.84;9;4;6;2
6;1426;1.2;5;5;10;1
5;1400;42.4;8;1;6;2
5;27;9.06;13;4;7;0
6;610;74.03;12;2;9;1
1;1749;3.81;23;6;6;0
3;1216;54.04;28;1;4;4
3;1006;71.27;1;1;1;1
6;801;89.24;6;0;6;0
6;1632;41.37;24;0;8;5
2;1836;100.43;8;3;8;0
3;1610;84.95;2;9;4;0
5;1539;88.14;14;11;9;4
2;1081;28.45;18;7;9;2
5;1030;31.8;11;1;10;2
3;678;29.9;11;2;1;5
1;1444;68.6;22;6;8;5
2;524;68.04;23;9;4;3
1;1656;73.04;22;11;4;4
1;46;88.56;15;8;4;4
6;1222;61.21;21;6;6;2
2;1176;64.45;14;1;7;5
3;1447;45.91;23;7;7;1
4;1461;74.04;22;5;2;3
2;1152;92.07;23;9;2;5
1;1023;5.69;1;2;3;5
2;490;35.3;28;10;7;5
5;1486;53.18;28;11;6;4
1;1426;5.65;8;5;4;5
1;431;49.96;21;9;8;5
5;682;42.22;6;7;1;4
3;780;67.09;27;6;4;3
6;521;48.45;18;2;8;3
1;1095;82.66;10;10;1;4
5;229;65.53;29;6;4;5
5;1019;4.4;19;9;9;0
4;1416;87.2;23;11;5;1
6;488;34.5;29;3;5;4
1;1019;22.31;5;0;4;5
1;1445;75.78;13;4;6;5
4;1444;36.13;25;2;0;5
4;149;56.27;21;6;2;1
3;118;78.16;13;8;8;1
2;826;52.53;11;4;7;5
3;1439;72.84;4;4;10;2
3;1609;19.63;30;11;4;1
5;760;84.78;15;2;8;5
2;461;31.27;13;2;7;1
1;1268;47.86;14;0;1;3
2;1012;48.61;7;7;8;4
2;63;28.61;27;3;2;4
5;255;50.08;25;0;1;0
5;239;96.63;25;8;9;3
6;1283;69.16;4;3;8;1
3;1146;95.09;13;10;5;2
5;1283;11.38;17;3;1;1
6;1683;32.58;13;7;9;0
2;1051;93.33;7;9;10;4
6;1859;20.85;23;7;1;1
2;932;50.88;18;0;9;2
6;316;18.92;8;11;4;0
3;778;12.9;11;5;5;3
4;573;54.27;14;11;10;1
1;403;21.08;22;4;6;5
4;1724;84.48;13;11;9;2
4;1658;27.29;26;8;9;5
3;40;52.22;30;2;5;0
1;422;26.45;26;7;5;0
1;313;92.79;19;7;10;1
4;751;82.11;4;11;3;2
5;1110;67.63;24;6;2;2
6;171;37.39;15;8;0;5
3;265;41.86;13;1;0;2
5;1819;1.39;4;8;10;1
6;132;31.83;6;10;6;1
2;1210;51.78;21;7;7;4
6;653;14.98;19;8;8;4
1;1319;24.11;26;5;5;3
6;1301;57.25;12;5;8;0
2;985;49.45;5;3;5;2
6;1224;25.61;16;8;8;0
6;585;68.1;8;8;1;0
1;1314;11.82;18;6;2;2
1;76;84.89;14;1;4;4
5;1561;40.08;30;8;10;2
3;569;57.29;9;8;5;1
3;464;43.78;1;8;0;3
2;1752;20.06;18;6;7;0
6;1448;80.9;26;11;6;0
5;871;14.98;30;1;3;4
3;1099;57.26;4;0;1;0
1;715;91.65;3;5;4;3
1;969;32.14;27;3;0;4
3;1221;48.83;10;0;10;3
6;1118;61.4;10;7;7;4
4;822;66.78;21;4;5;3
5;896;50.7;14;11;5;1
1;792;59.48;12;4;1;1
2;817;91.43;13;0;10;1
3;1837;60.04;29;8;5;2
5;1276;32.82;2;9;6;5
1;271;14.19;14;9;0;5
3;1468;94.56;23;2;9;0
3;1402;80.72;7;8;4;2
2;1240;99.91;4;4;6;1
4;303;63.58;27;4;5;1
3;1886;36.45;26;6;9;0
4;1083;93.28;13;10;9;3
3;594;30.23;1;7;9;0
1;359;92.95;28;0;8;5
4;538;88.04;17;2;2;1
2;1627;25.06;16;9;5;3
5;1328;74.09;22;4;0;3
3;631;24.36;8;5;4;1
5;1738;92.08;14;10;0;2
4;1426;61.43;15;4;6;3
6;1382;23.44;15;3;3;2
6;1660;57.91;18;7;8;5
3;1368;24.72;29;7;1;1
6;132;10.21;2;10;5;3
2;1480;8.62;17;9;0;1
1;821;84.79;11;5;8;4
2;1489;37.61;26;1;8;3
2;1766;90.48;2;5;5;4
3;551;61.29;17;2;5;4
2;1741;90.15;12;3;3;2
2;599;64;29;3;10;2
6;70;85.24;18;2;10;1
1;427;44.12;30;0;2;0
1;1454;40.47;14;5;8;5
5;233;40.06;3;10;6;4
3;334;74.26;2;6;7;4
3;1640;63.64;3;0;0;2
2;1423;66.44;17;0;1;0
2;339;49.31;10;9;8;5
1;1016;37.37;13;8;8;1
2;1700;21.97;26;11;5;5
3;1228;26.68;19;5;5;0
5;920;95.51;6;8;5;2
1;1560;8.84;12;9;9;4
2;521;23.61;4;8;10;3
3;1778;46.51;1;11;1;5
5;1069;66.82;22;6;3;4
4;1352;85.23;1;11;8;5
6;1202;4.66;20;1;0;2
2;957;27.64;22;8;8;0
5;1477;74.15;8;2;0;4
1;414;15.62;2;0;8;3
5;841;34.22;26;5;1;0
3;227;26.9;4;11;1;3
3;906;0.92;5;5;0;4
5;800;72.26;8;6;4;0
3;1357;79.88;15;4;10;1
6;1276;98.4;14;8;7;3
5;818;66.19;29;0;8;1
2;6;89.55;18;7;2;3
2;1660;86;4;1;2;3
5;880;9.44;5;6;1;1
3;862;58.52;15;11;10;1
2;236;50.59;22;10;8;2
1;1601;76.59;25;1;5;5
6;692;88.96;25;8;9;4
1;1099;98.53;12;0;8;1
3;1036;83.91;10;1;10;0
5;1469;55.17;9;3;9;0
6;1331;51.35;29;11;7;4
4;775;83.21;18;4;4;2
2;990;16.1;15;9;8;0
1;328;58.98;16;2;2;2
4;62;84.37;21;1;3;5
1;576;67.71;28;11;0;3
4;743;89.86;9;8;1;0
2;1130;24.96;18;2;8;2
3;1678;11.88;26;11;2;5
4;1438;7.07;6;2;9;3
3;183;63.93;14;4;3;5
2;631;36.47;25;4;7;3
1;387;35.49;17;11;1;4
3;702;84.04;27;7;4;0
3;738;36.67;26;1;4;4
6;250;29.06;28;5;8;5
6;794;35.3;25;7;4;4
3;1093;60.48;3;10;8;5
4;886;68.57;7;2;7;4
3;236;43.81;25;2;9;4
4;1611;86.36;7;7;8;3
3;992;16.58;18;10;9;3
3;1466;34.9;1;6;5;4
6;119;66.5;22;6;5;3
6;360;38.21;19;4;2;3
2;487;48.8;20;7;3;0
2;754;60.23;18;1;3;0
2;1236;43.52;23;0;7;3
5;427;9.24;26;8;1;1
3;266;29.4;5;6;0;5
3;936;31.55;16;4;4;3
3;148;29.19;24;4;8;0
1;679;89.07;19;4;2;5
2;575;20.15;22;5;0;2
5;492;3.93;1;7;4;4
1;305;13.57;16;11;0;2
3;665;10.69;4;5;4;3
1;59;46.49;26;4;2;2
2;508;94.76;18;6;10;0
5;1410;0.34;14;3;5;3
4;1066;78.78;2;4;8;3
2;1212;69.63;1;9;1;0
5;1008;1.49;24;3;5;3
1;1077;72.55;6;2;9;0
5;1664;53.1;29;2;6;0
6;489;91.58;22;5;10;1
2;370;36.26;26;4;4;4
4;1738;61.45;3;8;0;1
1;1584;13.95;21;10;10;4
2;1461;32.32;3;9;2;4
3;598;60.49;25;8;2;5
2;443;54.66;3;6;7;1
1;1868;75.43;17;3;8;2
3;1778;75.25;24;5;1;0
3;1154;1.89;20;10;8;1
4;787;81.32;15;10;8;2
4;156;83.31;1;5;9;0
2;58;39.06;14;11;0;3
3;1264;84.6;15;8;3;0
3;1450;60.63;22;10;1;5
5;1380;49.76;4;8;10;5
2;23;50.53;28;8;4;5
3;1677;16.91;15;10;2;0
4;705;74.7;28;0;0;5
5;1520;2.91;27;2;6;3
1;917;60.68;27;9;9;5
6;1273;16.49;22;3;8;1
4;1224;26.97;18;1;6;4
4;1708;50.34;7;10;1;2
4;764;62.98;27;2;4;4
2;1864;35.24;8;0;5;4
3;435;31.15;26;11;6;3
4;932;77.16;14;9;7;1
6;638;21.91;21;2;8;4
3;476;68.65;6;8;8;0
2;25;22.27;16;4;3;2
2;1548;54.06;23;7;4;3
4;1734;15.7;11;9;2;4
4;1448;24.69;13;3;3;3
2;517;14.28;28;3;10;3
2;485;96.03;9;1;6;3
1;1337;59.18;25;1;8;5
4;709;10.96;13;8;1;5
5;1490;98.19;23;5;0;5
1;71;93.77;19;4;6;0
4;1665;62.16;7;8;6;2
3;858;54.31;2;7;9;0
2;521;66.73;27;3;4;4
3;1518;71.92;6;0;2;1
2;1779;92.77;2;8;3;3
3;1306;89.36;29;7;8;3
6;171;6.4;11;6;0;3
3;1615;55.91;3;1;9;5
1;255;1.44;11;7;5;4
6;201;28.73;5;11;3;4
2;678;34.24;27;7;5;2
2;1510;25.78;10;9;4;1
5;1533;61.7;7;10;9;3
5;928;68.09;24;0;2;4
6;1326;88.69;4;4;8;2
3;691;81.32;12;6;5;2
5;1694;10.98;14;0;2;2
2;1403;95.67;8;1;5;2
1;1772;31.77;7;1;5;0
5;1285;48.13;27;10;0;3
2;833;92.44;4;3;8;5
3;704;19.51;12;10;9;3
5;1589;60.52;16;4;5;5
4;357;81.34;23;2;6;0
6;445;30.94;24;11;8;5
3;314;67.14;20;9;4;4
4;575;69.54;16;8;5;1
3;1018;66.83;22;7;9;0
5;75;27.01;24;4;10;3
2;1269;96.85;15;1;2;1
3;65;1.42;15;6;8;5
3;1448;65.39;1;6;4;3
4;11;14.02;1;7;5;4
1;1709;80.9;21;11;2;3
4;109;11.71;5;0;5;2
1;663;35.4;20;4;2;1
3;1334;40.55;18;0;4;5
5;101;83.35;29;11;10;2
4;351;52.99;4;2;8;0
4;247;44.14;5;8;8;1
2;1830;25.5;13;2;1;4
6;1355;80.04;14;0;7;3
1;1702;83.42;28;5;10;0
3;1751;38.29;30;6;9;3
5;1054;29.4;4;0;7;2
6;1657;81.09;5;10;4;1
4;763;87.06;5;6;4;3
2;771;51.71;6;4;10;2
6;430;3.89;26;5;2;1
5;1387;60.98;13;5;0;1
5;659;62.08;10;2;0;0
2;827;7.45;5;0;7;0
6;53;43.75;4;11;9;3
5;220;29.85;29;5;10;3
5;325;32.93;23;8;8;2
6;1432;80.32;4;8;5;4
5;1599;7.93;15;6;6;4
6;180;11.13;29;5;5;0
2;991;97.33;25;10;2;2
2;1457;60.32;13;10;6;1
5;1661;45.99;30;5;5;4
5;609;52.49;21;8;4;5
3;1610;76.69;26;1;9;1
4;87;7.7;8;8;9;0
3;236;36.93;1;0;7;5
2;1312;80.08;29;3;4;2
6;185;99.95;9;6;9;0
5;33;56.28;29;7;2;4
5;483;9.51;25;7;3;1
4;829;99.86;25;0;7;3
6;1821;89.04;17;10;10;4
1;976;28.63;3;6;5;3
1;1475;65.74;24;0;9;5
3;1467;47.59;28;11;2;4
4;1584;49.47;8;5;10;2
4;115;96.17;27;3;8;4
1;79;98.6;19;3;9;4
2;57;30.76;1;11;3;5
4;1830;79.1;2;6;2;4
5;536;61.23;12;4;6;1
4;1777;62.58;14;10;7;5
3;589;88.17;1;6;2;1
5;816;36.7;19;4;9;3
6;1738;27.16;5;5;0;2
1;646;24.85;4;5;5;3
5;1358;26.88;12;0;3;5
2;72;62.92;18;9;1;0
1;1655;89.91;22;10;6;2
4;597;79.25;27;11;0;3
6;1201;52.26;5;7;1;0
2;103;70.09;17;3;6;2
3;52;85.69;21;6;1;3
1;87;46.22;11;7;0;2
2;1573;70.5;22;1;2;0
3;1701;76.43;23;11;8;2
3;1787;31.89;19;3;0;2
6;189;77.46;10;0;8;0
6;1237;100.86;23;9;0;1
5;1406;76.58;28;4;4;5
6;857;35.16;20;7;3;5
4;676;76.59;6;7;2;0
6;877;6.61;27;1;10;5
5;1388;60.03;18;9;6;2
3;1593;9.84;18;2;6;1
1;475;28.46;20;3;1;3
2;485;37.03;11;7;0;1
1;888;17.45;10;6;10;4
1;1376;66.52;1;11;10;3
4;1024;49.64;29;5;5;0
4;528;77.04;5;6;9;5
5;378;54.72;3;5;2;0
2;142;45.81;21;3;4;1
4;117;59.26;21;0;6;3
4;842;26.45;14;6;7;4
2;1580;54.12;17;4;1;0
6;1054;56.6;18;9;10;1
5;88;79.07;2;0;4;2
5;1485;37.15;20;10;3;4
1;167;88.73;3;6;7;1
5;1439;46.44;5;3;5;1
2;789;41.11;25;4;3;2
5;981;82.18;20;4;4;1
5;1505;71.26;2;1;2;5
5;1341;20.25;4;1;3;2
1;1097;7.58;20;0;10;2
6;1186;37.17;13;1;1;1
4;1866;81.67;13;5;8;3
5;747;17.72;29;2;6;2
6;495;86.08;19;0;7;4
2;752;36.14;5;8;8;1
1;1390;38.21;24;5;0;3
4;849;7.85;25;3;1;3
5;278;44.8;7;9;6;5
3;1697;51.06;4;9;3;0
5;767;4.16;25;8;8;2
2;1122;76.81;14;10;4;1
3;1314;35.33;16;4;0;2
3;777;0.62;16;4;6;5
1;645;14.85;4;1;4;5
2;1477;46.77;17;10;9;0
1;1396;96.47;30;9;5;4
2;1;93.94;2;6;10;5
5;688;28.29;19;8;7;3
4;415;68.59;22;1;5;3
2;351;29.03;15;1;5;2
2;1331;21.41;6;2;10;3
4;314;22.45;18;8;10;1
5;25;101.47;29;5;9;5
3;308;19.16;13;8;6;2
3;714;78.14;23;1;9;4
6;780;66.43;8;4;8;4
3;1592;49.18;4;9;7;2
2;1755;1.84;26;4;1;5
3;1071;14.36;11;4;0;2
5;999;32.59;17;8;3;4
3;585;43.29;1;5;7;2
2;828;38.46;21;0;9;5
5;973;73.3;10;0;5;0
1;1377;35.31;3;3;1;0
4;1612;6.26;6;7;6;2
4;269;90.31;10;1;6;2
5;565;76.18;14;7;10;3
6;583;17.64;12;3;9;3
4;1263;60.15;2;8;3;3
6;1695;38.01;19;10;9;0
4;367;90.75;3;0;2;2
2;1005;38.25;4;1;10;0
2;1246;6.77;17;7;4;3
2;135;31.42;4;11;1;3
4;774;95.67;24;11;2;2
4;779;43.15;1;2;0;2
2;478;68.97;13;3;0;3
